record_id,employee_id,year,department,role,gender,age,years_at_company,salary_base_pln,bonus_pct,total_comp_pln,location,employment_type,performance_band,manager_flag,outlier_flag
1392-2024,1392,2024,Customer Success,Support Specialist,female,46,9,164018.34,0.0856,178056.55,Remote,b2b,high,0,0
1392-2025,1392,2025,Customer Success,Support Specialist,female,47,10,189514.06,0.0547,199880.12,Remote,b2b,high,0,0
1393-2022,1393,2022,Finance,Accountant,female,33,0,95079.48,0.0667,101424.49,Gdansk,full_time,high,0,0
1393-2023,1393,2023,Finance,Accountant,female,34,1,106236.58,0.1496,122128.71,Gdansk,full_time,high,0,0
1393-2024,1393,2024,Finance,Accountant,female,35,2,111701.85,0.0409,116275.51,Gdansk,full_time,high,0,0
1393-2025,1393,2025,Finance,Accountant,female,36,3,149612.02,0.0879,162765.51,Gdansk,full_time,high,0,0
1394-2019,1394,2019,Customer Success,Implementation Consultant,female,30,0,83092.46,0.0863,90267.42,Poznan,full_time,medium,0,0
1394-2020,1394,2020,Customer Success,Implementation Consultant,female,31,1,87800.81,0.0847,95240.75,Poznan,full_time,medium,0,0
1394-2021,1394,2021,Customer Success,Implementation Consultant,female,32,2,85179.28,0.0107,86087.54,Poznan,full_time,medium,0,0
1394-2022,1394,2022,Customer Success,Implementation Consultant,female,33,3,92700.47,0.0622,98463.59,Poznan,full_time,medium,0,0
1394-2023,1394,2023,Customer Success,Implementation Consultant,female,34,4,103168.42,0.0594,109299.82,Poznan,full_time,medium,0,0
1394-2024,1394,2024,Customer Success,Implementation Consultant,female,35,5,108784.35,0.0454,113721.37,Poznan,full_time,medium,0,0
1394-2025,1394,2025,Customer Success,Implementation Consultant,female,36,6,103480.24,0.0882,112604.59,Poznan,full_time,medium,0,0
1395-2016,1395,2016,Operations,Supply Chain Analyst,female,34,8,110250.94,0.0298,113539.6,Krakow,b2b,medium,0,0
1395-2017,1395,2017,Operations,Supply Chain Analyst,female,35,9,126330.57,0.0938,138177.02,Krakow,b2b,medium,0,0
1395-2018,1395,2018,Operations,Supply Chain Analyst,female,36,10,135498.83,0.0233,138652.72,Krakow,b2b,medium,0,0
1395-2019,1395,2019,Operations,Supply Chain Analyst,female,37,11,127934.95,0.1071,141641.2,Krakow,b2b,medium,0,0
1395-2020,1395,2020,Operations,Supply Chain Analyst,female,38,12,130435.84,0.0356,135078.81,Krakow,b2b,medium,0,0
1395-2021,1395,2021,Operations,Supply Chain Analyst,female,39,13,136226.17,0.0328,140695.25,Krakow,b2b,medium,0,0
1395-2022,1395,2022,Operations,Supply Chain Analyst,female,40,14,180648.9,0.1194,202225.46,Krakow,b2b,medium,0,0
1395-2023,1395,2023,Operations,Supply Chain Analyst,female,41,15,177436.81,0.0303,182810.01,Krakow,b2b,medium,0,0
1395-2024,1395,2024,Operations,Supply Chain Analyst,female,42,16,162625.13,0.1055,179785.12,Krakow,b2b,medium,0,0
1395-2025,1395,2025,Operations,Supply Chain Analyst,female,43,17,182101.65,0.1198,203909.63,Krakow,b2b,medium,0,0
1396-2018,1396,2018,Customer Success,Customer Success Manager,female,24,0,148871.33,0.0433,155314.94,Remote,full_time,high,1,0
1396-2019,1396,2019,Customer Success,Customer Success Manager,female,25,1,161116.63,0.0457,168484.34,Remote,full_time,high,1,0
1396-2020,1396,2020,Customer Success,Customer Success Manager,female,26,2,149182.85,0.0572,157716.22,Remote,full_time,high,1,0
1396-2021,1396,2021,Customer Success,Customer Success Manager,female,27,3,158506.19,0.0274,162857.15,Remote,full_time,high,1,0
1396-2022,1396,2022,Customer Success,Customer Success Manager,female,28,4,172539.9,0.0803,186398.78,Remote,full_time,high,1,0
1396-2023,1396,2023,Customer Success,Customer Success Manager,female,29,5,199506.72,0.1022,219892.29,Remote,full_time,high,1,0
1396-2024,1396,2024,Customer Success,Customer Success Manager,female,30,6,220722.77,0.0702,236221.91,Remote,full_time,high,1,0
1396-2025,1396,2025,Customer Success,Customer Success Manager,female,31,7,223051.52,0.0614,236754.9,Remote,full_time,high,1,0
1397-2016,1397,2016,Finance,Accountant,male,53,8,96936.0,0.05,101780.15,Wroclaw,full_time,medium,0,0
1397-2017,1397,2017,Finance,Accountant,male,54,9,106044.94,0.0111,107224.72,Wroclaw,full_time,medium,0,0
1397-2018,1397,2018,Finance,Accountant,male,55,10,121019.46,0.0289,124516.11,Wroclaw,full_time,medium,0,0
1397-2019,1397,2019,Finance,Accountant,male,56,11,103876.5,0.0954,113789.35,Wroclaw,full_time,medium,0,0
1397-2020,1397,2020,Finance,Accountant,male,57,12,134284.75,0.0407,139756.08,Wroclaw,full_time,medium,0,0
1397-2021,1397,2021,Finance,Accountant,male,58,13,135517.96,0.1089,150270.82,Wroclaw,full_time,medium,0,0
1397-2022,1397,2022,Finance,Accountant,male,59,14,146463.88,0.1153,163353.29,Wroclaw,full_time,medium,0,0
1397-2023,1397,2023,Finance,Accountant,male,60,15,132579.72,0.1096,147116.49,Wroclaw,full_time,medium,0,0
1397-2024,1397,2024,Finance,Accountant,male,61,16,159856.41,0.078,172325.38,Wroclaw,full_time,medium,0,0
1397-2025,1397,2025,Finance,Accountant,male,62,17,159209.82,0.089,173374.79,Wroclaw,full_time,medium,0,0
1398-2017,1398,2017,Engineering,Engineering Manager,male,54,0,164663.87,0.0659,175516.29,Remote,full_time,medium,1,0
1398-2018,1398,2018,Engineering,Engineering Manager,male,55,1,170309.73,0.1542,196563.44,Remote,full_time,medium,1,0
1398-2019,1398,2019,Engineering,Engineering Manager,male,56,2,185829.0,0.213,225403.84,Remote,full_time,medium,1,0
1398-2020,1398,2020,Engineering,Engineering Manager,male,57,3,188543.01,0.1576,218248.58,Remote,full_time,medium,1,0
1398-2021,1398,2021,Engineering,Engineering Manager,male,58,4,210776.19,0.2297,259188.98,Remote,full_time,medium,1,0
1398-2022,1398,2022,Engineering,Engineering Manager,male,59,5,216628.0,0.0614,229924.94,Remote,full_time,medium,1,0
1398-2023,1398,2023,Engineering,Engineering Manager,male,60,6,227545.71,0.098,249840.14,Remote,full_time,medium,1,0
1398-2024,1398,2024,Engineering,Engineering Manager,male,61,7,214775.7,0.0701,229830.51,Remote,full_time,medium,1,0
1398-2025,1398,2025,Engineering,Engineering Manager,male,62,8,270428.9,0.2284,332187.05,Remote,full_time,medium,1,0
1399-2016,1399,2016,Operations,Office Manager,non_binary,32,4,134127.45,0.1146,149496.71,Krakow,full_time,medium,1,0
1399-2017,1399,2017,Operations,Office Manager,non_binary,33,5,140033.0,0.0377,145313.12,Krakow,full_time,medium,1,0
1399-2018,1399,2018,Operations,Office Manager,non_binary,34,6,144720.43,0.0233,148085.35,Krakow,full_time,medium,1,0
1399-2019,1399,2019,Operations,Office Manager,non_binary,35,7,161841.09,0.0916,176665.89,Krakow,full_time,medium,1,0
1399-2020,1399,2020,Operations,Office Manager,non_binary,36,8,171825.22,0.0283,176685.07,Krakow,full_time,medium,1,0
1399-2021,1399,2021,Operations,Office Manager,non_binary,37,9,151716.83,0.045,158537.64,Krakow,full_time,medium,1,0
1399-2022,1399,2022,Operations,Office Manager,non_binary,38,10,165469.25,0.0429,172575.55,Krakow,full_time,medium,1,0
1399-2023,1399,2023,Operations,Office Manager,non_binary,39,11,207267.56,0.0607,219850.68,Krakow,full_time,medium,1,0
1399-2024,1399,2024,Operations,Office Manager,non_binary,40,12,174556.78,0.0376,181128.08,Krakow,full_time,medium,1,0
1399-2025,1399,2025,Operations,Office Manager,non_binary,41,13,170924.04,0.038,177415.9,Krakow,full_time,medium,1,0
1400-2016,1400,2016,Operations,Office Manager,male,41,8,160240.64,0.033,165526.44,Gdansk,b2b,medium,1,0
1400-2017,1400,2017,Operations,Office Manager,male,42,9,164863.38,0.0573,174310.02,Gdansk,b2b,medium,1,0
1400-2018,1400,2018,Operations,Office Manager,male,43,10,165935.07,0.0474,173805.75,Gdansk,b2b,medium,1,0
1400-2019,1400,2019,Operations,Office Manager,male,44,11,193513.75,0.0163,196669.25,Gdansk,b2b,medium,1,0
1400-2020,1400,2020,Operations,Office Manager,male,45,12,191744.24,0.0909,209169.28,Gdansk,b2b,medium,1,0
1400-2021,1400,2021,Operations,Office Manager,male,46,13,195307.6,0.0952,213907.16,Gdansk,b2b,medium,1,0
1400-2022,1400,2022,Operations,Office Manager,male,47,14,219550.52,0.0967,240789.61,Gdansk,b2b,medium,1,0
1400-2023,1400,2023,Operations,Office Manager,male,48,15,214613.98,0.0824,232304.79,Gdansk,b2b,medium,1,0
1400-2024,1400,2024,Operations,Office Manager,male,49,16,226814.15,0.0958,248546.42,Gdansk,b2b,medium,1,0
1400-2025,1400,2025,Operations,Office Manager,male,50,17,250485.23,0.0531,263785.22,Gdansk,b2b,medium,1,0
1401-2016,1401,2016,Marketing,Digital Marketing Manager,female,52,8,177460.49,0.0748,190732.41,Warsaw,b2b,medium,1,0
1401-2017,1401,2017,Marketing,Digital Marketing Manager,female,53,9,181077.59,0.0972,198682.15,Warsaw,b2b,medium,1,0
1401-2018,1401,2018,Marketing,Digital Marketing Manager,female,54,10,188497.9,0.0113,190620.18,Warsaw,b2b,medium,1,0
1401-2019,1401,2019,Marketing,Digital Marketing Manager,female,55,11,190970.6,0.0588,202194.37,Warsaw,b2b,medium,1,0
1401-2020,1401,2020,Marketing,Digital Marketing Manager,female,56,12,193214.96,0.1011,212745.79,Warsaw,b2b,medium,1,0
1401-2021,1401,2021,Marketing,Digital Marketing Manager,female,57,13,220210.73,0.102,242662.3,Warsaw,b2b,medium,1,0
1401-2022,1401,2022,Marketing,Digital Marketing Manager,female,58,14,218545.1,0.0936,239007.13,Warsaw,b2b,medium,1,0
1401-2023,1401,2023,Marketing,Digital Marketing Manager,female,59,15,229496.16,0.0248,235185.73,Warsaw,b2b,medium,1,0
1401-2024,1401,2024,Marketing,Digital Marketing Manager,female,60,16,259479.58,0.1037,286397.88,Warsaw,b2b,medium,1,0
1401-2025,1401,2025,Marketing,Digital Marketing Manager,female,61,17,245484.95,0.0634,261059.47,Warsaw,b2b,medium,1,0
1402-2016,1402,2016,Engineering,Data Engineer,female,52,5,138804.81,0.1348,157522.2,Remote,full_time,high,0,0
1402-2017,1402,2017,Engineering,Data Engineer,female,53,6,135691.17,0.2647,171607.89,Remote,full_time,high,0,0
1402-2018,1402,2018,Engineering,Data Engineer,female,54,7,148018.4,0.2538,185583.65,Remote,full_time,high,0,0
1402-2019,1402,2019,Engineering,Data Engineer,female,55,8,157137.47,0.1572,181839.49,Remote,full_time,high,0,0
1402-2020,1402,2020,Engineering,Data Engineer,female,56,9,178685.8,0.0695,191101.54,Remote,full_time,high,0,0
1402-2021,1402,2021,Engineering,Data Engineer,female,57,10,172581.43,0.1686,201673.04,Remote,full_time,high,0,0
1402-2022,1402,2022,Engineering,Data Engineer,female,58,11,208953.66,0.2037,251519.9,Remote,full_time,high,0,0
1402-2023,1402,2023,Engineering,Data Engineer,female,59,12,182546.11,0.1276,205846.9,Remote,full_time,high,0,0
1402-2024,1402,2024,Engineering,Data Engineer,female,60,13,180736.41,0.2079,218315.79,Remote,full_time,high,0,0
1402-2025,1402,2025,Engineering,Data Engineer,female,61,14,195972.44,0.0978,215134.23,Remote,full_time,high,0,0
1403-2023,1403,2023,HR,HR Business Partner,male,26,0,81198.86,0.0593,86018.01,Krakow,full_time,medium,0,0
1403-2024,1403,2024,HR,HR Business Partner,male,27,1,105143.51,0.095,115131.96,Krakow,full_time,medium,0,0
1403-2025,1403,2025,HR,HR Business Partner,male,28,2,104567.63,0.056,110421.57,Krakow,full_time,medium,0,0
1404-2016,1404,2016,Engineering,QA Engineer,male,35,2,115674.0,0.08,124924.45,Poznan,full_time,medium,0,0
1404-2017,1404,2017,Engineering,QA Engineer,male,36,3,123284.93,0.2376,152576.62,Poznan,full_time,medium,0,0
1404-2018,1404,2018,Engineering,QA Engineer,male,37,4,121809.19,0.2017,146372.09,Poznan,full_time,medium,0,0
1404-2019,1404,2019,Engineering,QA Engineer,male,38,5,129477.88,0.0785,139639.62,Poznan,full_time,medium,0,0
1404-2020,1404,2020,Engineering,QA Engineer,male,39,6,134645.03,0.1375,153161.46,Poznan,full_time,medium,0,0
1404-2021,1404,2021,Engineering,QA Engineer,male,40,7,156000.33,0.1302,176316.93,Poznan,full_time,medium,0,0
1404-2022,1404,2022,Engineering,QA Engineer,male,41,8,180004.91,0.0413,187433.79,Poznan,full_time,medium,0,0
1404-2023,1404,2023,Engineering,QA Engineer,male,42,9,165667.87,0.1734,194394.93,Poznan,full_time,medium,0,0
1404-2024,1404,2024,Engineering,QA Engineer,male,43,10,175660.94,0.2168,213743.79,Poznan,full_time,medium,0,0
1404-2025,1404,2025,Engineering,QA Engineer,male,44,11,178601.27,0.1518,205705.73,Poznan,full_time,medium,0,0
1405-2024,1405,2024,Sales,Sales Manager,male,27,0,191252.83,0.2155,232465.35,Gdansk,b2b,medium,1,0
1405-2025,1405,2025,Sales,Sales Manager,male,28,1,216321.16,0.13,244437.04,Gdansk,b2b,medium,1,0
1406-2019,1406,2019,Customer Success,Customer Success Specialist,female,37,0,80655.07,0.0536,84978.14,Wroclaw,full_time,low,0,0
1406-2020,1406,2020,Customer Success,Customer Success Specialist,female,38,1,88808.78,0.1095,98535.47,Wroclaw,full_time,low,0,0
1406-2021,1406,2021,Customer Success,Customer Success Specialist,female,39,2,99195.08,0.1102,110129.82,Wroclaw,full_time,low,0,0
1406-2022,1406,2022,Customer Success,Customer Success Specialist,female,40,3,93024.99,0.0658,99143.93,Wroclaw,full_time,low,0,0
1406-2023,1406,2023,Customer Success,Customer Success Specialist,female,41,4,101481.55,0.0618,107751.09,Wroclaw,full_time,low,0,0
1406-2024,1406,2024,Customer Success,Customer Success Specialist,female,42,5,110007.04,0.078,118584.38,Wroclaw,full_time,low,0,0
1406-2025,1406,2025,Customer Success,Customer Success Specialist,female,43,6,124296.86,0.1194,139133.96,Wroclaw,full_time,low,0,0
1407-2016,1407,2016,Operations,Operations Specialist,male,45,4,94304.0,0.0186,96053.57,Krakow,full_time,medium,0,0
1407-2017,1407,2017,Operations,Operations Specialist,male,46,5,102435.7,0.053,107863.05,Krakow,full_time,medium,0,0
1407-2018,1407,2018,Operations,Operations Specialist,male,47,6,103449.16,0.0279,106336.89,Krakow,full_time,medium,0,0
1407-2019,1407,2019,Operations,Operations Specialist,male,48,7,123985.75,0.0311,127839.52,Krakow,full_time,medium,0,0
1407-2020,1407,2020,Operations,Operations Specialist,male,49,8,124810.49,0.1023,137581.55,Krakow,full_time,medium,0,0
1407-2021,1407,2021,Operations,Operations Specialist,male,50,9,118509.89,0.0276,121777.35,Krakow,full_time,medium,0,0
1407-2022,1407,2022,Operations,Operations Specialist,male,51,10,123035.63,0.1072,136224.15,Krakow,full_time,medium,0,0
1407-2023,1407,2023,Operations,Operations Specialist,male,52,11,137533.51,0.0911,150066.82,Krakow,full_time,medium,0,0
1407-2024,1407,2024,Operations,Operations Specialist,male,53,12,138735.14,0.0772,149443.0,Krakow,full_time,medium,0,0
1407-2025,1407,2025,Operations,Operations Specialist,male,54,13,137134.97,0.089,149336.68,Krakow,full_time,medium,0,0
1408-2018,1408,2018,Finance,Financial Analyst,male,37,0,110074.3,0.0129,111499.35,Gdansk,b2b,medium,0,0
1408-2019,1408,2019,Finance,Financial Analyst,male,38,1,115430.02,0.0692,123423.19,Gdansk,b2b,medium,0,0
1408-2020,1408,2020,Finance,Financial Analyst,male,39,2,111364.34,0.0279,114467.47,Gdansk,b2b,medium,0,0
1408-2021,1408,2021,Finance,Financial Analyst,male,40,3,120783.94,0.0406,125684.5,Gdansk,b2b,medium,0,0
1408-2022,1408,2022,Finance,Financial Analyst,male,41,4,131814.89,0.1059,145770.42,Gdansk,b2b,medium,0,0
1408-2023,1408,2023,Finance,Financial Analyst,male,42,5,156185.73,0.0223,159665.72,Gdansk,b2b,medium,0,0
1408-2024,1408,2024,Finance,Financial Analyst,male,43,6,150301.98,0.0515,158036.46,Gdansk,b2b,medium,0,0
1408-2025,1408,2025,Finance,Financial Analyst,male,44,7,151418.67,0.1071,167640.62,Gdansk,b2b,medium,0,0
1409-2016,1409,2016,Engineering,Senior Software Engineer,female,42,4,158154.46,0.1207,177243.48,Remote,b2b,low,0,0
1409-2017,1409,2017,Engineering,Senior Software Engineer,female,43,5,165502.24,0.1439,189312.7,Remote,b2b,low,0,0
1409-2018,1409,2018,Engineering,Senior Software Engineer,female,44,6,192268.27,0.1621,223442.73,Remote,b2b,low,0,0
1409-2019,1409,2019,Engineering,Senior Software Engineer,female,45,7,189397.38,0.1018,208673.26,Remote,b2b,low,0,0
1409-2020,1409,2020,Engineering,Senior Software Engineer,female,46,8,195124.64,0.2425,242443.73,Remote,b2b,low,0,0
1409-2021,1409,2021,Engineering,Senior Software Engineer,female,47,9,219178.24,0.1488,251784.1,Remote,b2b,low,0,0
1409-2022,1409,2022,Engineering,Senior Software Engineer,female,48,10,234931.37,0.0542,247673.89,Remote,b2b,low,0,0
1409-2023,1409,2023,Engineering,Senior Software Engineer,female,49,11,224655.25,0.0337,232222.42,Remote,b2b,low,0,0
1409-2024,1409,2024,Engineering,Senior Software Engineer,female,50,12,209948.85,0.0728,225236.49,Remote,b2b,low,0,0
1409-2025,1409,2025,Engineering,Senior Software Engineer,female,51,13,277742.03,0.1732,325850.11,Remote,b2b,low,0,0
1410-2016,1410,2016,HR,HR Business Partner,non_binary,61,8,91033.66,0.1133,101344.74,Warsaw,full_time,low,0,0
1410-2017,1410,2017,HR,HR Business Partner,non_binary,62,9,92603.04,0.0727,99334.03,Warsaw,full_time,low,0,0
1410-2018,1410,2018,HR,HR Business Partner,non_binary,63,10,106820.22,0.0594,113162.62,Warsaw,full_time,low,0,0
1410-2019,1410,2019,HR,HR Business Partner,non_binary,64,11,104465.12,0.0859,113435.3,Warsaw,full_time,low,0,0
1410-2020,1410,2020,HR,HR Business Partner,non_binary,65,12,101482.31,0.087,110310.3,Warsaw,full_time,low,0,0
1410-2021,1410,2021,HR,HR Business Partner,non_binary,66,13,134409.05,0.1061,148670.85,Warsaw,full_time,low,0,0
1410-2022,1410,2022,HR,HR Business Partner,non_binary,67,14,155022.85,0.1062,171481.72,Warsaw,full_time,low,0,0
1410-2023,1410,2023,HR,HR Business Partner,non_binary,68,15,139807.49,0.0552,147528.01,Warsaw,full_time,low,0,0
1410-2024,1410,2024,HR,HR Business Partner,non_binary,69,16,142313.47,0.0953,155876.08,Warsaw,full_time,low,0,0
1410-2025,1410,2025,HR,HR Business Partner,non_binary,70,17,170938.85,0.0998,188002.92,Warsaw,full_time,low,0,0
1411-2016,1411,2016,Marketing,Digital Marketing Manager,male,41,3,312777.77,0.018,318405.85,Poznan,b2b,medium,1,1
1411-2017,1411,2017,Marketing,Digital Marketing Manager,male,42,4,158870.38,0.0308,163764.51,Poznan,b2b,medium,1,0
1411-2018,1411,2018,Marketing,Digital Marketing Manager,male,43,5,161518.65,0.1143,179976.7,Poznan,b2b,medium,1,0
1411-2019,1411,2019,Marketing,Digital Marketing Manager,male,44,6,181965.07,0.097,199620.01,Poznan,b2b,medium,1,0
1411-2020,1411,2020,Marketing,Digital Marketing Manager,male,45,7,187699.86,0.0908,204748.34,Poznan,b2b,medium,1,0
1411-2021,1411,2021,Marketing,Digital Marketing Manager,male,46,8,214937.98,0.0645,228800.95,Poznan,b2b,medium,1,0
1411-2022,1411,2022,Marketing,Digital Marketing Manager,male,47,9,190365.23,0.0431,198574.13,Poznan,b2b,medium,1,0
1411-2023,1411,2023,Marketing,Digital Marketing Manager,male,48,10,191104.46,0.1054,211239.74,Poznan,b2b,medium,1,0
1411-2024,1411,2024,Marketing,Digital Marketing Manager,male,49,11,231820.82,0.032,239242.71,Poznan,b2b,medium,1,0
1411-2025,1411,2025,Marketing,Digital Marketing Manager,male,50,12,245188.23,0.027,251814.04,Poznan,b2b,medium,1,0
1412-2016,1412,2016,Marketing,Brand Manager,female,28,6,132844.31,0.0817,143701.27,Gdansk,full_time,low,1,0
1412-2017,1412,2017,Marketing,Brand Manager,female,29,7,142681.81,0.023,145963.92,Gdansk,full_time,low,1,0
1412-2018,1412,2018,Marketing,Brand Manager,female,30,8,141901.58,0.0617,150658.11,Gdansk,full_time,low,1,0
1412-2019,1412,2019,Marketing,Brand Manager,female,31,9,148057.89,0.0276,152140.52,Gdansk,full_time,low,1,0
1412-2020,1412,2020,Marketing,Brand Manager,female,32,10,406296.26,0.088,442065.08,Gdansk,full_time,low,1,1
1412-2021,1412,2021,Marketing,Brand Manager,female,33,11,144373.84,0.0633,153511.66,Gdansk,full_time,low,1,0
1412-2022,1412,2022,Marketing,Brand Manager,female,34,12,175813.21,0.0782,189570.34,Gdansk,full_time,low,1,0
1412-2023,1412,2023,Marketing,Brand Manager,female,35,13,194898.47,0.1177,217836.0,Gdansk,full_time,low,1,0
1412-2024,1412,2024,Marketing,Brand Manager,female,36,14,107192.86,0.0501,112562.63,Gdansk,full_time,low,1,1
1412-2025,1412,2025,Marketing,Brand Manager,female,37,15,230343.07,0.0729,247136.42,Gdansk,full_time,low,1,0
1413-2016,1413,2016,Product,Senior Product Manager,male,48,8,197339.12,0.0909,215276.67,Gdansk,full_time,high,1,0
1413-2017,1413,2017,Product,Senior Product Manager,male,49,9,233695.9,0.1723,273962.36,Gdansk,full_time,high,1,0
1413-2018,1413,2018,Product,Senior Product Manager,male,50,10,214279.95,0.0996,235618.55,Gdansk,full_time,high,1,0
1413-2019,1413,2019,Product,Senior Product Manager,male,51,11,243335.63,0.2286,298968.89,Gdansk,full_time,high,1,0
1413-2020,1413,2020,Product,Senior Product Manager,male,52,12,277392.82,0.092,302920.14,Gdansk,full_time,high,1,0
1413-2021,1413,2021,Product,Senior Product Manager,male,53,13,247653.76,0.2604,312130.51,Gdansk,full_time,high,1,0
1413-2022,1413,2022,Product,Senior Product Manager,male,54,14,307979.71,0.0375,319536.19,Gdansk,full_time,high,1,0
1413-2023,1413,2023,Product,Senior Product Manager,male,55,15,260332.42,0.2757,332093.15,Gdansk,full_time,high,1,0
1413-2024,1413,2024,Product,Senior Product Manager,male,56,16,305336.17,0.2278,374877.33,Gdansk,full_time,high,1,0
1413-2025,1413,2025,Product,Senior Product Manager,male,57,17,285590.04,0.1671,333307.76,Gdansk,full_time,high,1,0
1414-2016,1414,2016,Engineering,Data Engineer,female,40,3,128290.38,0.2049,154571.03,Poznan,b2b,medium,0,0
1414-2017,1414,2017,Engineering,Data Engineer,female,41,4,134408.85,0.2077,162326.56,Poznan,b2b,medium,0,0
1414-2018,1414,2018,Engineering,Data Engineer,female,42,5,147248.67,0.1163,164377.84,Poznan,b2b,medium,0,0
1414-2019,1414,2019,Engineering,Data Engineer,female,43,6,148171.01,0.1382,168650.81,Poznan,b2b,medium,0,0
1414-2020,1414,2020,Engineering,Data Engineer,female,44,7,148352.19,0.2063,178950.58,Poznan,b2b,medium,0,0
1414-2021,1414,2021,Engineering,Data Engineer,female,45,8,171332.38,0.034,177164.97,Poznan,b2b,medium,0,0
1414-2022,1414,2022,Engineering,Data Engineer,female,46,9,178304.46,0.0479,186848.04,Poznan,b2b,medium,0,0
1414-2023,1414,2023,Engineering,Data Engineer,female,47,10,165739.26,0.1988,198684.85,Poznan,b2b,medium,0,0
1414-2024,1414,2024,Engineering,Data Engineer,female,48,11,212623.03,0.152,244948.16,Poznan,b2b,medium,0,0
1414-2025,1414,2025,Engineering,Data Engineer,female,49,12,238302.04,0.1279,268771.23,Poznan,b2b,medium,0,0
1415-2018,1415,2018,Engineering,Lead Engineer,female,32,0,171554.29,0.0422,178795.36,Warsaw,full_time,medium,1,0
1415-2019,1415,2019,Engineering,Lead Engineer,female,33,1,187230.25,0.2297,230243.46,Warsaw,full_time,medium,1,0
1415-2020,1415,2020,Engineering,Lead Engineer,female,34,2,186729.69,0.1884,221902.75,Warsaw,full_time,medium,1,0
1415-2021,1415,2021,Engineering,Lead Engineer,female,35,3,211209.09,0.2454,263037.81,Warsaw,full_time,medium,1,0
1415-2022,1415,2022,Engineering,Lead Engineer,female,36,4,201100.08,0.2109,243514.39,Warsaw,full_time,medium,1,0
1415-2023,1415,2023,Engineering,Lead Engineer,female,37,5,242242.67,0.1798,285789.4,Warsaw,full_time,medium,1,0
1415-2024,1415,2024,Engineering,Lead Engineer,female,38,6,217517.27,0.0906,237234.98,Warsaw,full_time,medium,1,0
1415-2025,1415,2025,Engineering,Lead Engineer,female,39,7,241959.35,0.1748,284251.6,Warsaw,full_time,medium,1,0
1416-2017,1416,2017,Sales,Sales Operations Analyst,male,24,0,96615.21,0.1099,107236.97,Wroclaw,full_time,low,0,0
1416-2018,1416,2018,Sales,Sales Operations Analyst,male,25,1,99301.1,0.147,113898.46,Wroclaw,full_time,low,0,0
1416-2019,1416,2019,Sales,Sales Operations Analyst,male,26,2,106450.07,0.1276,120036.77,Wroclaw,full_time,low,0,0
1416-2020,1416,2020,Sales,Sales Operations Analyst,male,27,3,107436.05,0.1904,127894.33,Wroclaw,full_time,low,0,0
1416-2021,1416,2021,Sales,Sales Operations Analyst,male,28,4,117179.32,0.1198,131217.2,Wroclaw,full_time,low,0,0
1416-2022,1416,2022,Sales,Sales Operations Analyst,male,29,5,124071.76,0.233,152983.8,Wroclaw,full_time,low,0,0
1416-2023,1416,2023,Sales,Sales Operations Analyst,male,30,6,116870.04,0.1476,134121.99,Wroclaw,full_time,low,0,0
1416-2024,1416,2024,Sales,Sales Operations Analyst,male,31,7,117162.99,0.0775,126247.58,Wroclaw,full_time,low,0,0
1416-2025,1416,2025,Sales,Sales Operations Analyst,male,32,8,138286.39,0.082,149630.15,Wroclaw,full_time,low,0,0
1417-2019,1417,2019,Customer Success,Implementation Consultant,female,22,0,203380.04,0.0233,208113.74,Warsaw,full_time,medium,0,1
1417-2020,1417,2020,Customer Success,Implementation Consultant,female,23,1,91053.25,0.0986,100031.5,Warsaw,full_time,medium,0,0
1417-2021,1417,2021,Customer Success,Implementation Consultant,female,24,2,101362.94,0.0473,106156.02,Warsaw,full_time,medium,0,0
1417-2022,1417,2022,Customer Success,Implementation Consultant,female,25,3,104940.17,0.0866,114025.1,Warsaw,full_time,medium,0,0
1417-2023,1417,2023,Customer Success,Implementation Consultant,female,26,4,104643.5,0.0532,110207.04,Warsaw,full_time,medium,0,0
1417-2024,1417,2024,Customer Success,Implementation Consultant,female,27,5,118670.7,0.061,125907.42,Warsaw,full_time,medium,0,0
1417-2025,1417,2025,Customer Success,Implementation Consultant,female,28,6,146973.15,0.0992,161559.54,Warsaw,full_time,medium,0,0
1418-2017,1418,2017,Marketing,Marketing Specialist,female,40,0,86193.7,0.0792,93021.75,Gdansk,full_time,medium,0,0
1418-2018,1418,2018,Marketing,Marketing Specialist,female,41,1,92192.43,0.0538,97151.93,Gdansk,full_time,medium,0,0
1419-2016,1419,2016,Customer Success,Customer Success Manager,male,49,4,143346.24,0.0549,151219.21,Warsaw,full_time,medium,1,0
1419-2017,1419,2017,Customer Success,Customer Success Manager,male,50,5,152442.25,0.0134,154477.84,Warsaw,full_time,medium,1,0
1419-2018,1419,2018,Customer Success,Customer Success Manager,male,51,6,148083.8,0.0564,156432.16,Warsaw,full_time,medium,1,0
1419-2019,1419,2019,Customer Success,Customer Success Manager,male,52,7,170934.79,0.1194,191339.88,Warsaw,full_time,medium,1,0
1419-2020,1419,2020,Customer Success,Customer Success Manager,male,53,8,171222.25,0.0319,176683.43,Warsaw,full_time,medium,1,0
1419-2021,1419,2021,Customer Success,Customer Success Manager,male,54,9,158210.37,0.1146,176345.08,Warsaw,full_time,medium,1,0
1419-2022,1419,2022,Customer Success,Customer Success Manager,male,55,10,188931.09,0.0482,198029.01,Warsaw,full_time,medium,1,0
